3673071279889958,2920482870,2014年02月01日 07:44,微博 weibo.com,0,0,0,我在 #屈臣氏掌上网店# 找到“买一送一 伊卡璐丰盈强韧植物精华洗发露355毫升”，非常不错，值得推荐! ,null,null,null,null,['#屈臣氏掌上网店#'],,2018-10-22
3672860118187692,2627887547,2014年01月31日 17:45,伊卡璐草本精华-伊家,0,0,0,#伊卡璐快乐日记#你能够时刻怀揣着梦想，是积极乐观的人，内心成熟度非常高。若能够适当调节自己的心态，如忙碌一天后用清新的伊卡璐清爽去屑洗发露洗洗头发，清新的蓝色和柠檬草香会让你既保持成熟，又充满活力。 O网页链接 ,null,null,['//ww1.sinaimg.cn/thumb150/9ca261bbjw1ed2v9pgipoj207g048q3j.jpg'],null,['#伊卡璐快乐日记#'],['http://t.cn/8FJkCMo'],2018-10-22
3672831223628956,1904317335,2014年01月31日 15:51,伊卡璐草本精华-伊家,0,0,0,#伊卡璐快乐日记#你能够时刻怀揣着梦想，是积极乐观的人，内心成熟度非常高。若能够适当调节自己的心态，如忙碌一天后用清新的伊卡璐清爽去屑洗发露洗洗头发，清新的蓝色和柠檬草香会让你既保持成熟，又充满活力。 O网页链接 ,null,null,['//ww3.sinaimg.cn/thumb150/71819397jw1ed2ry8g7ygj207g048jrz.jpg'],null,['#伊卡璐快乐日记#'],['http://t.cn/8FJdnTr'],2018-10-22
3672829662999268,2110504975,2014年01月31日 15:44,伊卡璐草本精华-伊家,0,0,0,#伊卡璐快乐日记#你需要在保持纯真心态的同时，对他人多一点关怀，对自己多一些要求。闲暇时使用伊卡璐滋养水润洗发露洗头发，水蓝色的瓶身让你拥有孩童的快乐，而兰花的芬芳又带给你高雅端庄的迷人魅力。 O网页链接 ,null,null,['//ww4.sinaimg.cn/thumb150/7dcbc00fjw1ed2rrs1mkfj207g048mxr.jpg'],null,['#伊卡璐快乐日记#'],['http://t.cn/8FJd0My'],2018-10-22
3672636699775644,1651385252,2014年01月31日 02:58,屈臣氏掌上网店,0,0,0,我在 #屈臣氏掌上网店# 找到“买一送一 伊卡璐丰盈强韧植物精华洗发露355毫升”，非常不错，值得推荐!  ,null,null,['//ww2.sinaimg.cn/thumb150/626e23a4jw1ed25lyr4vzj20h009uq31.jpg'],null,['#屈臣氏掌上网店#'],,2018-10-22
3672548129091787,1873317564,2014年01月30日 21:06,伊卡璐草本精华-伊家,0,0,0,#伊卡璐快乐日记#你外表看起来文文静静，内心则充满激情，你特别容易爱上才华横溢、高洁清雅的人，这样的搭配很适合你，能让你学到对方的长处。品性高洁的ta，犹如伊卡璐滋养水润洗发露中的兰花芬芳，浓而不烈的幽香让你心醉神驰。 O网页链接 ,null,null,['//ww2.sinaimg.cn/thumb150/6fa88ebcjw1ed1vfo17inj207g048q3j.jpg'],null,['#伊卡璐快乐日记#'],['http://t.cn/8FJVj5D'],2018-10-22
3672532240820377,3171708772,2014年01月30日 20:03,伊卡璐草本精华-伊家,0,0,0,#伊卡璐快乐日记#你需要一个能给你无限自由的人，而不是时时刻刻黏在一块儿的伴侣。如同伊卡璐丰盈强韧洗发露中的薰衣草香味，让你感到身心愉悦。若隐若现的芬芳围绕着你，宛若ta给予你的自由和包容。 O网页链接 ,null,null,['//ww2.sinaimg.cn/thumb150/bd0c6f64jw1ed1tm2c21yj207g048t9b.jpg'],null,['#伊卡璐快乐日记#'],['http://t.cn/8FJqrPS'],2018-10-22
3672468198129669,1904317335,2014年01月30日 15:48,伊卡璐草本精华-伊家,0,0,0,#伊卡璐快乐日记#你对别人平易近人，对自己却完全相反，这让你看上去并不如想象中那么成熟。多爱惜自己吧，使用薰衣草植物精油、含有薰衣草精华的伊卡璐丰盈强韧洗发露，深蓝色、蓝紫色的薰衣草芬芳会让你更加稳重。 O网页链接 ,null,null,['//ww1.sinaimg.cn/thumb150/71819397jw1ed1m97w8qzj207g048jrz.jpg'],null,['#伊卡璐快乐日记#'],['http://t.cn/8FJwUfV'],2018-10-22
3672449474509002,3316241170,2014年01月30日 14:34,伊卡璐草本精华-伊家,0,0,0,#伊卡璐快乐日记#你对别人平易近人，对自己却完全相反，这让你看上去并不如想象中那么成熟。多爱惜自己吧，使用薰衣草植物精油、含有薰衣草精华的伊卡璐丰盈强韧洗发露，深蓝色、蓝紫色的薰衣草芬芳会让你更加稳重。 O网页链接 ,null,null,['//ww4.sinaimg.cn/thumb150/c5a9d312jw1ed1k3vffs3j207g048mxr.jpg'],null,['#伊卡璐快乐日记#'],['http://t.cn/8FJ7KUe'],2018-10-22
3672441740117872,3339479992,2014年01月30日 14:03,伊卡璐草本精华-伊家,0,0,0,#伊卡璐快乐日记#单纯乐观、慷慨大方的你是天生的乐天派。清新自然的蓝色是你的快乐源泉，因为蓝色非常纯净，让人联想到海洋、天空、水等清新的元素。你可以穿蓝色衣服增加快乐，也可以在洗头发时使用伊卡璐清爽去屑洗发露，淡蓝色瓶身和柠檬草香会给你带来好运气哦！ O网页链接 ,null,null,['//ww3.sinaimg.cn/thumb150/c70c6bb8jw1ed1j7vuvzij207g048mxr.jpg'],null,['#伊卡璐快乐日记#'],['http://t.cn/8FJh6aZ'],2018-10-22
