113.302011,23.08483,40,华盛南路
113.303711,23.084744,50,逸景路
113.305601,23.084973,50,逸景路
113.307495,23.085191,50,逸景路
113.309388,23.085415,50,逸景路
113.309952,23.084184,50,广州大道南
113.309447,23.082506,50,广州大道南
113.308903,23.080842,50,广州大道南
113.307839,23.079655,50,广州大道南
113.30865,23.080441,50,广州大道南
113.310601,23.080444,50,广州大道南
113.312554,23.080433,50,新滘中路
113.314508,23.080424,50,新滘中路
113.316462,23.080425,50,新滘中路
113.318414,23.080433,50,新滘中路
113.320368,23.080434,50,新滘中路
113.32232,23.080425,50,新滘中路
113.324266,23.080408,50,新滘中路
113.326211,23.08045,50,新滘中路
113.328165,23.080458,50,新滘中路
113.330099,23.08053,50,新滘中路
113.331956,23.080865,50,新滘中路
113.333799,23.081243,50,新滘中路
113.335642,23.081627,50,新滘中路
113.337488,23.082006,50,新滘中路
113.339331,23.082387,50,新滘中路
113.341173,23.082772,50,新滘东路
113.343013,23.083167,50,新滘东路
113.344827,23.083637,50,新滘东路
113.346635,23.08414,50,新滘东路
113.348444,23.084627,50,新滘东路
113.350252,23.085116,50,新滘东路
113.352058,23.085615,50,新滘东路
113.35386,23.086123,50,新滘东路
113.355662,23.086634,50,新滘东路
113.357468,23.087136,50,新滘东路
113.359274,23.08764,50,新滘东路
113.361084,23.088127,50,新滘东路
113.362889,23.088623,50,新滘东路
113.364692,23.089129,50,新滘东路
113.36651,23.089589,50,科韵路
113.368174,23.090231,50,科韵路
113.368175,23.091906,50,科韵路
113.368095,23.093651,50,科韵路
113.368143,23.095439,50,科韵路
113.368156,23.097235,50,科韵路
113.368116,23.099025,50,科韵路
113.36813,23.100819,50,科韵路
113.368232,23.102595,50,科韵路
113.368328,23.104372,50,科韵路
113.368419,23.106151,50,科韵路
113.368509,23.10793,50,科韵路
113.368603,23.109707,50,科韵路
113.36873,23.111477,50,科韵路
113.368833,23.113252,50,科韵路
113.36894,23.115028,50,科韵路
113.368971,23.11682,50,科韵路
113.368987,23.118608,50,科韵路
113.369094,23.120383,50,科韵路
113.369366,23.122128,50,科韵路
113.369512,23.123896,50,科韵路
113.369564,23.125684,50,科韵路
113.369543,23.127475,50,科韵路
113.369794,23.129216,50,科韵路
113.370221,23.130914,50,科韵路
113.37066,23.132609,50,科韵路
113.371084,23.134307,50,科韵路
113.371218,23.136038,50,科韵路
113.370547,23.137666,50,科韵路
113.37074,23.139392,50,科韵路
113.371166,23.141092,50,科韵路
113.371581,23.142792,50,科韵路
113.372001,23.144489,50,科韵路
113.372466,23.146184,50,科韵路
113.37309,23.147827,50,科韵路
113.37319,23.149591,50,科韵路
113.373194,23.151383,50,科韵路
113.373628,23.153079,50,科韵路
113.37456,23.154625,50,科韵路
113.375561,23.156144,50,科韵路
113.376479,23.15769,50,科韵路
113.37678,23.159417,50,科韵路
113.376736,23.161204,50,科韵路
113.376764,23.162997,50,科韵路
113.376799,23.164789,50,科韵路
113.376793,23.166574,50,科韵路
113.37674,23.168342,50,科韵路
113.377023,23.170077,50,科韵路
113.378143,23.170776,50,华观路
113.380056,23.17065,50,华观路
113.381998,23.170597,50,华观路
113.383936,23.17053,50,华观路
113.38588,23.17048,50,华观路
113.38777,23.170248,50,华观路
113.389568,23.169725,50,华观路
113.391453,23.169491,50,华观路
113.39332,23.169791,50,华观路
113.395182,23.170114,50,华观路
113.397109,23.170018,50,华观路
113.397694,23.168499,50,华观路
113.399012,23.167902,50,华观路
