3411332365949455,1879174493,2012年02月10日 01:27,微博 weibo.com,4,6,0,2月10日 猫姐代言新的洗发水广告，大家猜这是什么？哈哈 没错就是全球版伊卡璐草本洗发露! 不知道我们中国区的伊卡璐是不是猫姐！ @FeelingParty @KyleXXX；@裸色小蛮妖；@阿花公子；@阿帆PCD @KEVIN-LEE-YOUNG @甜豆包Enna @pinkcake @Lucky_Yee ,null,null,['//ww4.sinaimg.cn/thumb150/7001ed5dgw1dpwj7noaaoj.jpg'],null,null,,2018-10-22
3410964579894035,1060628440,2012年02月09日 01:06,iPhone客户端,0,2,0,今天去超市买洗发露时突然想起了“伊卡璐”，但想找时却已再找不到 ,null,null,null,null,null,,2018-10-22
3410196800200393,2709084062,2012年02月06日 22:15,京东乐享,0,0,0,京东商城网购评价：——我买了个伊卡璐清爽去屑芦荟精华洗发露355ML感觉不错哦~~优点：一直都喜欢伊卡璐这个牌子，它的味道很好;缺点：暂时还没发现缺点哦！;使用心得：一直都喜欢伊卡璐这个牌子，它的味道很好。快来围观啊~ O网页链接 ,null,null,['//ww4.sinaimg.cn/thumb150/a179579ejw1dpswsxldlgj.jpg'],null,null,['http://t.cn/zO7s1S4'],2018-10-22
3410021838481175,2578038652,2012年02月06日 10:40,淘宝,0,0,0,分享了伊卡璐 滋养水润洗发露7.5ml*2+精华素7.5ml*2 套装4连包￥2.00 O网页链接 ,null,null,['//ww4.sinaimg.cn/thumb150/99a9bf7cjw1dpscpk9ubdj.jpg'],null,null,['http://t.cn/zO7ETL4'],2018-10-22
3410004243549545,2096818433,2012年02月02日 19:41,微博 weibo.com,0,0,0,“爱与美的女神是纳爱斯~” “滚，那是维纳斯。 ” “维纳斯？ 维纳斯不是嗷~ 唱歌那个吗~” “滚 ！ 那是维塔斯。” “维塔斯？ 维塔斯不是那 操作系统吗~” “滚，那是Vista。” “Vista？维斯 塔不是那赛亚人吗~” “滚， 那是贝吉塔。” “贝吉塔？ 贝吉塔不是那开坦克的嘛？？”@搞笑大百科 投稿 ,1644395354,3408708350761243,null,null,null,,2018-10-22
3409839479277818,1064118093,2012年02月05日 22:35,微博 weibo.com,1,3,0,童鞋们，情人节快到了，来美宜佳5152店买德芙心语、心印巧克力，1盒送“伊卡璐草本精华洗发露”，2盒9折，3盒以上加送1条德芙巧克力，多重优惠可以叠加赠送哦。 ,null,null,['//ww4.sinaimg.cn/thumb150/3f6d274dgw1dprrm562jzj.jpg'],null,null,,2018-10-22
3409386649034808,2301481482,2012年02月04日 16:36,淘宝,0,0,0,分享了伊卡璐 滋养水润洗发露7.5ml*2+精华素7.5ml*2 套装4连包￥2.00 O网页链接 ,null,null,['//ww1.sinaimg.cn/thumb150/892dd20ajw1dpqbrbiy1sj.jpg'],null,null,['http://t.cn/zO7h9UE'],2018-10-22
3408646313014184,2553418842,2012年02月01日 11:32,微博桌面,0,0,0,"#伊卡璐天然仙境# 海风扑面而来，一望无际的湛蓝,天边分隔清晰的地平线,不禁让人想融入广阔无垠的蓝色世界,大海可以予人以无限的宁静与陶醉,让你浮噪的心获得安宁,开心悲伤的心获得勇气~背上背包走吧,我们一起去看海~转发本微博,说出自己最最爱的海滩名字~@ 三位好友即有机会获得伊卡璐缤纷洗护哦~ ",1738723960,3408222972546065,null,null,null,,2018-10-22
3408642416000954,2430794734,2012年02月02日 15:19,淘宝,0,0,0,分享了伊卡璐 滋养水润洗发露7.5ml*2+精华素7.5ml*2 套装4连包￥2.00 O网页链接 ,null,null,['//ww3.sinaimg.cn/thumb150/90e2fbeejw1dpnya9asi8j.jpg'],null,null,['http://t.cn/zOhAxz9'],2018-10-22
3408346734919669,1256800303,2012年02月01日 19:44,我查查,0,0,0,"我用#我查查条码比价#发现我买的伊卡璐柔滑服帖2合1洗发露价格准确。点击：O我查查——第一比质比价平台！比质比价,正品低价,货到付款,条码扫描,折扣优了解详情。 ",null,null,null,null,['#我查查条码比价#'],['http://t.cn/h5QfCs'],2018-10-22
